fstrAge,fstrWorkClass,fstrFnlWgt,fstrEducation,flngEducationNum,fstrMaritalStatus,fstrOccupation,fstrRelationship,fstrRace,fstrSex,fcurCapitalGain,fcurCapitalLoss,flngHoursPerWeek,fstrCountry,fblnOver50k
52, Private,46788, Bachelors,13, Divorced, Craft-repair, Unmarried, White, Male,0,0,25, United-States,0
41, Private,289886, 5th-6th,3, Married-civ-spouse, Other-service, Husband, Other, Male,0,1579,40, Nicaragua,0
45, Private,179135, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
58, Federal-gov,175873, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
34, Private,57426, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States,0
36, Private,312206, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
19, Without-pay,344858, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States,0
26, State-gov,177035, 11th,7, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,0
60, Private,88055, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
35, Self-emp-not-inc,111095, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
39, Private,192251, 10th,6, Divorced, Other-service, Not-in-family, White, Female,0,0,60, United-States,0
27, Private,29807, HS-grad,9, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,40, Japan,0
26, Federal-gov,211596, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
17, Private,268276, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States,0
59, Self-emp-not-inc,181070, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, England,1
53, Local-gov,20676, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,48, United-States,0
35, Private,115803, 11th,7, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0
34, Local-gov,124827, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
36, Private,95336, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States,1
36, Private,257942, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
21, Private,72593, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0
29, Private,147340, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0
35, Private,185325, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
59, Self-emp-not-inc,357943, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
22, Private,215395, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,1602,10, United-States,0
50, Local-gov,30682, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
24, Federal-gov,29591, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States,0
36, Private,215392, Bachelors,13, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States,0
31, Private,110554, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,4386,0,40, United-States,1
42, Self-emp-not-inc,133584, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador,0
38, Private,210438, 7th-8th,4, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,0
52, Private,256916, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
46, Private,73541, 10th,6, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
23, Private,109952, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0
54, Private,197975, 5th-6th,3, Married-civ-spouse, Sales, Husband, White, Male,0,0,51, United-States,0
27, Private,401723, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States,0
42, Private,179524, Bachelors,13, Separated, Other-service, Not-in-family, White, Female,0,0,50, United-States,0
33, State-gov,296282, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
19, Private,145844, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,0
59, Private,191965, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female,3908,0,28, United-States,0
54, Private,96792, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,32, United-States,0
48, Private,185041, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1672,55, United-States,0
19,,233779, Some-college,10, Never-married,, Own-child, White, Male,0,0,60, United-States,0
45, Private,347834, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
36, Private,215373, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States,0
35, Self-emp-not-inc,169426, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
47, Private,202856, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,36, United-States,0
33, Private,50276, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
48, Self-emp-not-inc,187454, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
42, Private,126098, HS-grad,9, Separated, Craft-repair, Unmarried, Black, Female,0,0,40, United-States,0
19, Private,250639, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States,0
64, Self-emp-inc,195366, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
51, Self-emp-not-inc,186845, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,8, United-States,0
20, Federal-gov,119156, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Male,0,0,20, United-States,0
28, Private,162343, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Puerto-Rico,0
52, Private,108435, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, Greece,1
29, Self-emp-not-inc,394927, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,0
51, Private,172281, Bachelors,13, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States,0
36, Private,370767, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2377,60, United-States,0
43, Private,352005, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, United-States,1
52, Private,165681, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
50, Private,258819, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,1
25, Private,130793, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0,0,30, United-States,0
36, Private,118909, Assoc-acdm,12, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Jamaica,0
44, Private,202466, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,60, United-States,0
47, Private,161558, 10th,6, Married-spouse-absent, Transport-moving, Not-in-family, Black, Male,0,0,45, United-States,0
32, Private,188246, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
37, Private,160120, Masters,14, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, South,0
40, Private,144594, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,2829,0,40, United-States,0
34, Self-emp-not-inc,123429, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,0
35, Self-emp-inc,340110, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1
26, Private,523067, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,3, El-Salvador,0
49, Self-emp-not-inc,113513, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,0
63,,186809, Bachelors,13, Married-civ-spouse,, Husband, White, Male,0,0,30, United-States,1
46, Self-emp-not-inc,320421, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States,0
31, Local-gov,295589, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States,0
22, Private,370548, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States,0
51, Self-emp-not-inc,125417, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States,1
19, Private,278480, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
36, Private,146412, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
33, Private,193042, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,1
41, Private,53956, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,1980,56, United-States,0
90, Private,175491, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,9386,0,50, Ecuador,1
78,,33186, 7th-8th,4, Married-civ-spouse,, Husband, White, Male,0,0,60, United-States,0
36, Private,144154, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
30, Private,194901, Prof-school,15, Divorced, Sales, Own-child, White, Male,0,0,55, United-States,0
35, Private,335777, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Mexico,0
46, Private,139268, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
38, Private,33887, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States,0
24, Private,283613, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
40, Private,141245, Bachelors,13, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, Puerto-Rico,0
49, Private,298130, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
19, Private,186096, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,30, United-States,0
77, Private,187656, Some-college,10, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,20, United-States,0
46, Private,102308, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,56, United-States,1
41, Private,124639, Some-college,10, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,0
28, Private,388112, 1st-4th,2, Never-married, Farming-fishing, Unmarried, White, Male,0,0,77, Mexico,0
21, Private,109952, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
24, Private,164529, 12th,8, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, United-States,0
36, Private,247750, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, United-States,0
23, State-gov,103588, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States,0
38, Federal-gov,248919, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2051,40, United-States,0
29, Self-emp-not-inc,178551, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
38, Private,136137, Some-college,10, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,50, United-States,1
47, Federal-gov,55377, Bachelors,13, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States,1
39, Local-gov,177728, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
40, Local-gov,243580, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States,0
21,,188535, Some-college,10, Never-married,, Own-child, White, Male,0,0,40, United-States,0
32, Private,63910, HS-grad,9, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States,0
23, Private,219535, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0
44, State-gov,180609, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
37, Private,59313, Some-college,10, Separated, Other-service, Not-in-family, Black, Male,0,0,40,,0
70, Private,170428, Bachelors,13, Widowed, Prof-specialty, Unmarried, White, Female,0,0,20, Puerto-Rico,0
51, Private,102615, Masters,14, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1977,40, United-States,1
66, Private,193132, 9th,5, Separated, Other-service, Not-in-family, Black, Female,0,0,30, United-States,0
57, Self-emp-inc,124137, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
36, Private,136629, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1
48, Self-emp-inc,148995, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States,1
24,,203076, HS-grad,9, Married-civ-spouse,, Husband, White, Male,0,0,40, United-States,0
51, Private,63424, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,1
43, Private,241895, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
27, Private,266973, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0
32, Private,188048, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
20, Private,366929, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,0
33, Private,214129, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
19, Private,250818, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
32, Local-gov,240979, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,1
35, Private,98283, Prof-school,15, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India,1
26, Private,104746, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,60, United-States,0
39, Private,103710, HS-grad,9, Never-married, Sales, Unmarried, White, Female,0,0,60, United-States,0
24, Private,159580, Bachelors,13, Never-married, Other-service, Own-child, Black, Female,0,0,75, United-States,0
45, Private,117409, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
20, Private,140001, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
49, State-gov,31650, Bachelors,13, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,45, United-States,0
35, State-gov,80771, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
30, Private,66278, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
23, Private,107801, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,1617,25, United-States,0
33, Private,206609, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,0
35, Private,282461, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,0
31, Private,188246, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
20, Private,279763, 11th,7, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,25, United-States,0
44, Private,467799, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
33, Self-emp-not-inc,137674, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States,0
50, Private,158284, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
25, Private,204219, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico,0
28, State-gov,210498, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
60, Federal-gov,63526, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States,1
38, Federal-gov,216924, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
38, Private,372559, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,0
57, Federal-gov,199114, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,2258,40, United-States,0
50, Private,168539, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
39, Local-gov,189911, 11th,7, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
69, Local-gov,61958, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,1424,0,6, United-States,0
51, State-gov,68898, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Male,0,2444,39, United-States,1
42, Private,204450, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States,0
53, Private,311350, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
37, Private,113750, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
37, Private,359591, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
38, Private,132879, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, United-States,1
20, Private,301199, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States,0
38, State-gov,267540, Some-college,10, Separated, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States,0
52, Private,185407, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Poland,1
48, Self-emp-inc,191277, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
30, Private,78980, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1
37, Self-emp-not-inc,241463, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,65, United-States,1
47, Private,216999, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0
33, Local-gov,120508, Bachelors,13, Divorced, Protective-serv, Unmarried, White, Female,0,0,60, Germany,0
33, Private,122612, HS-grad,9, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Thailand,0
20, Private,94057, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States,0
41, State-gov,197558, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
32, Private,351869, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1485,45, United-States,1
54, Self-emp-not-inc,121761, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50,,0
36, Federal-gov,184556, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,0
46, Private,268281, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
45, Private,235646, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
18, Private,186909, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States,0
62, Private,35783, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,0
33, Private,188861, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
42, Private,363591, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States,0
18, Private,469921, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States,0
32, Private,51150, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
43, Private,174325, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,0
20, Private,347530, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,25, United-States,0
50, Private,72351, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States,0
42, Local-gov,185129, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43,,1
36, Private,188571, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
22, Private,255252, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
30, Private,291951, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,0
33, Self-emp-not-inc,223046, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
43, Local-gov,37937, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,43, United-States,0
38, Private,295127, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
34, Local-gov,183801, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,14, United-States,0
40, Private,116218, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,45, United-States,0
40, Private,143069, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
41, Local-gov,235951, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
57, Private,112840, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1
65, Local-gov,146454, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1648,4, Greece,0
52, Federal-gov,43705, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States,0
18, Private,376647, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,2176,0,25, United-States,0
48, Private,101299, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,0
45, Private,96798, 5th-6th,3, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States,0
24, Private,194654, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
27, State-gov,206889, Assoc-acdm,12, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,0
40, Private,226902, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States,1
44, State-gov,150755, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,5013,0,40, United-States,0
24, Private,200679, HS-grad,9, Never-married, Farming-fishing, Own-child, Black, Male,0,0,50, United-States,0
71, Private,183678, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,16, United-States,0
17, Private,33138, 12th,8, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0
57, Self-emp-not-inc,57071, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3137,0,40, United-States,0
71,,35303, Bachelors,13, Married-civ-spouse,, Husband, White, Male,9386,0,30, United-States,1
37, Private,188576, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40,,0
33, Private,169496, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
41, Private,58124, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
25, Private,356344, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
42, Self-emp-not-inc,444134, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,15, United-States,0
18,,340117, 11th,7, Never-married,, Unmarried, Black, Female,0,0,50, United-States,0
34, Private,219619, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0
57,,334585, 10th,6, Married-civ-spouse,, Wife, White, Female,0,0,40, United-States,0
27, Local-gov,331046, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,0
46,,443179, Bachelors,13, Divorced,, Not-in-family, White, Female,0,0,8, United-States,0
64,,239529, 11th,7, Widowed,, Not-in-family, White, Female,3674,0,35, United-States,0
24, Private,100345, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States,0
23, Private,205653, Bachelors,13, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States,0
33, Private,112383, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
58, Self-emp-inc,21626, Assoc-voc,11, Divorced, Sales, Not-in-family, White, Male,2202,0,56, United-States,0
25, Private,135568, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
44, Private,190532, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,55, United-States,0
53, Federal-gov,266598, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
38, Local-gov,116608, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States,1
36, Private,353263, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,1
25, State-gov,157617, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
54, Federal-gov,21698, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
31, Private,77143, 12th,8, Separated, Transport-moving, Unmarried, Black, Male,0,0,40, United-States,0
18, State-gov,342852, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
40, Private,176602, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States,0
26, Private,146343, Some-college,10, Married-civ-spouse, Sales, Wife, Black, Female,0,0,40, United-States,0
68,,146645, Doctorate,16, Married-civ-spouse,, Husband, White, Male,20051,0,50, United-States,1
33, Private,221966, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,2202,0,50, United-States,0
22, Private,215546, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States,0
50, State-gov,173020, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
24,,247734, Bachelors,13, Never-married,, Own-child, White, Male,0,0,30, United-States,0
44, Private,252202, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
37, Private,497300, HS-grad,9, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States,0
34, Self-emp-not-inc,426431, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
45, Federal-gov,162410, Some-college,10, Widowed, Tech-support, Not-in-family, White, Female,0,0,45, United-States,1
77,,143516, Masters,14, Married-civ-spouse,, Husband, White, Male,0,0,8, United-States,1
25, Private,190350, 10th,6, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,35, United-States,0
20, Private,194504, Some-college,10, Separated, Sales, Unmarried, Black, Female,0,0,40, United-States,0
46, Federal-gov,110884, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States,0
26, Private,187652, Assoc-acdm,12, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States,0
45, Private,81400, 1st-4th,2, Married-civ-spouse, Other-service, Wife, White, Female,0,0,25, El-Salvador,0
70,,97831, HS-grad,9, Widowed,, Unmarried, White, Female,0,0,4, United-States,0
57, Private,180920, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,1
28, Private,189186, Assoc-voc,11, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
35,,144172, Assoc-acdm,12, Married-civ-spouse,, Wife, White, Female,0,0,16, United-States,0
36, Private,607848, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,7688,0,45, United-States,1
